s_no,route-collected,name,type,departure_time,arrival_time,duration,price,seats_available,rating
5540,Chandigarh to Shimla,NueGo,Electric A/C Seater (2+2),04:25,07:55,03h 30m,384,9,4
5541,Chandigarh to Shimla,Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),04:25,07:10,02h 45m,490,8,3.9
5542,Chandigarh to Shimla,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),04:30,08:00,03h 30m,474,17,4.2
5543,Chandigarh to Shimla,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),04:30,07:45,03h 15m,523,8,4
5544,Chandigarh to Shimla,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),04:35,08:00,03h 25m,474,19,3.6
5545,Chandigarh to Shimla,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),04:40,07:45,03h 05m,523,9,4.1
5546,Chandigarh to Shimla,NueGo,Electric A/C Seater (2+2),04:45,07:55,03h 10m,355,12,3
5547,Chandigarh to Shimla,Laxmi holidays,Bharat Benz A/C Semi Sleeper (2+2),04:00,07:40,03h 40m,523,23,2.8
5548,Chandigarh to Vrindavan,Chandigarh Transport Undertaking (CTU) - 165938,HVAC Seater (2+3),20:00,05:45,09h 45m,624,24,4.2
5549,Chandigarh to Vrindavan,GK Travels,A/C Seater/Sleeper (2+1),16:00,00:00,08h 00m,1299,51,1.5
5550,Chandigarh to Vrindavan,NAYAR TRAVELS (OPC) PVT LTD,A/C Sleeper (2+1),16:30,23:00,06h 30m,1699,19,2.1
5551,Chandigarh to Yamuna Nagar,Chandigarh Transport Undertaking (CTU) - 165749,HVAC Seater (2+3),08:50,11:35,02h 45m,185,47,4.2
5552,Chandigarh to Yamuna Nagar,Chandigarh Transport Undertaking (CTU) - 165751,HVAC Seater (2+3),10:50,13:35,02h 45m,185,47,4.1
5553,Chandigarh to Yamuna Nagar,Chandigarh Transport Undertaking (CTU) - 165753,HVAC Seater (2+3),15:40,18:25,02h 45m,185,45,4.1
5554,Chandigarh to Yamuna Nagar,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),VE A/C Seater / Sleeper (2+1),03:55,06:55,03h 00m,750,19,3.8
5555,Chandigarh to Yamuna Nagar,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),01:00,02:30,01h 30m,648,38,3.5
5556,Chandigarh to Yamuna Nagar,Zimindara Travels,AC Sleeper (2+1),23:05,02:20,03h 15m,849,35,4
5557,Chandigarh to Yamuna Nagar,Shree Mahaveer Travels Jaipur,A/C Seater/Sleeper (2+1),22:00,00:35,02h 35m,499,21,3.5
5558,Chandigarh to Yamuna Nagar,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),21:10,23:50,02h 40m,699,38,3.5
5559,Chandigarh to Yamuna Nagar,Abhimanyu Tours and Travels,AshokLeyland Stile A/C,01:45,02:55,01h 10m,1099,36,0
5560,Chandigarh to Sujanpur (himachal pradesh),Chandigarh Transport Undertaking (CTU) - 165836,HVAC Seater (2+3),06:24,12:54,06h 30m,452,32,4.4
5561,Chandigarh to Sujanpur (himachal pradesh),Laxmi holidays,Volvo A/C Semi Sleeper (2+2),02:00,06:45,04h 45m,664,9,4.7
5562,Ludhiana to Chandigarh,Chandigarh Transport Undertaking (CTU) - 165808,HVAC Seater (2+3),06:12,08:57,02h 45m,157,47,3.8
5563,Ludhiana to Chandigarh,Chandigarh Transport Undertaking (CTU) - 165802,HVAC Seater (2+3),10:15,13:15,03h 00m,157,47,4.6
5564,Ludhiana to Chandigarh,Chandigarh Transport Undertaking (CTU) - 165804,HVAC Seater (2+3),12:40,15:25,02h 45m,157,46,5
5565,Ludhiana to Chandigarh,Chandigarh Transport Undertaking (CTU) - 165806,HVAC Seater (2+3),16:35,19:20,02h 45m,157,47,4.2
5566,Ludhiana to Chandigarh,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),01:30,03:30,02h 00m,280,31,3.7
5567,Ludhiana to Chandigarh,Sagar Bus Service,Volvo AC Seater (2+2),03:00,04:30,01h 30m,297,31,4.4
5568,Ludhiana to Chandigarh,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),07:05,09:05,02h 00m,280,41,3.6
5569,Ludhiana to Chandigarh,Jujhar Travels,Volvo A/C Semi Sleeper (2+2),07:25,09:15,01h 50m,280,39,4.5
5570,Ludhiana to Chandigarh,Jujhar Travels,Volvo A/C Semi Sleeper (2+2),08:10,09:55,01h 45m,280,33,4.3
5571,Ludhiana to Chandigarh,Jujhar Travels,Mercedes A/C Seater (2+2),08:25,10:07,01h 42m,280,45,3.8
5572,Ludhiana to Chandigarh,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),08:28,10:15,01h 47m,200,41,3.6
5573,Ludhiana to Chandigarh,Jujhar Travels,Volvo A/C Semi Sleeper (2+2),08:50,10:55,02h 05m,280,40,4.9
5574,Ludhiana to Chandigarh,Jujhar Travels,Volvo A/C Semi Sleeper (2+2),09:20,11:10,01h 50m,280,44,5
5575,Ludhiana to Chandigarh,Jujhar Travels,Volvo A/C Semi Sleeper (2+2),09:40,11:30,01h 50m,280,43,4.4
5576,Ludhiana to Chandigarh,Jujhar Travels,Volvo A/C Semi Sleeper (2+2),10:10,12:00,01h 50m,280,37,4.4
5577,Ludhiana to Chandigarh,Jujhar Travels,Mercedes Benz A/C (2+2),13:10,15:15,02h 05m,280,46,4.7
5578,Ludhiana to Chandigarh,Jujhar Travels,Volvo A/C Semi Sleeper (2+2),14:00,16:00,02h 00m,280,40,3.5
5579,Ludhiana to Chandigarh,Jujhar Travels,Volvo A/C Semi Sleeper (2+2),14:25,16:10,01h 45m,280,43,4.9
5580,Ludhiana to Chandigarh,Jujhar Travels,Volvo A/C Semi Sleeper (2+2),15:25,17:25,02h 00m,280,41,3.7
5581,Ludhiana to Chandigarh,Jujhar Travels,Mercedes A/C Seater (2+2),17:20,19:30,02h 10m,280,51,4.2
5582,Ludhiana to Chandigarh,Jujhar Travels,Mercedes A/C Seater (2+2),18:00,20:00,02h 00m,280,38,4.1
5583,Ludhiana to Chandigarh,Jujhar Travels,Mercedes Benz A/C (2+2),18:50,20:50,02h 00m,280,49,3.5
5584,Ludhiana to Chandigarh,Jujhar Travels,Mercedes A/C Seater (2+2),07:35,09:30,01h 55m,280,57,1.7
5585,Ludhiana to Chandigarh,New deep Motors,Volvo AC Seater (2+2),07:45,09:25,01h 40m,280,23,1.4
5586,Ludhiana to Chandigarh,Orbit Aviation Pvt. Ltd.,A/C Seater (2+2),11:10,13:00,01h 50m,280,44,2.9
5587,Ludhiana to Chandigarh,Rajpreet Travels and cargo,A/C Sleeper (2+1),04:00,05:30,01h 30m,947,34,3.4
5588,Ludhiana to Chandigarh,New Khaira TPT,AC Sleeper (2+1),12:30,14:45,02h 15m,1350,24,3.3
5589,Ludhiana to Chandigarh,New Khaira TPT,AC Sleeper (2+1),12:30,14:45,02h 15m,1350,24,3.3
5590,Ludhiana to Chandigarh,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),19:00,21:10,02h 10m,599,38,3.5
